bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0,14,12,4,26,5,21,92,6,11,18,31,3,6,4,13,11,11,35,1,1,29,23,171,24,18,25,16,34,60,24,49,39
0,12,23,19,28,0,73,68,7,8,28,8,4,72,2,8,12,34,34,36,8,19,12,57,193,6,11,14,25,461,37,24,22
0,42,35,16,28,3,56,9,3,12,30,8,20,0,8,3,11,21,20,23,39,33,46,149,57,7,11,13,64,98,16,66,16
0,48,36,70,7,1,95,91,18,18,20,1,28,24,5,11,20,24,9,33,20,28,23,106,127,7,17,2,9,538,35,99,22
0,14,19,40,23,11,61,88,2,7,18,12,25,11,6,15,16,29,22,30,6,40,45,63,158,24,21,4,1,478,35,54,21
0,60,0,64,6,10,79,20,8,1,22,8,31,19,4,3,16,16,29,10,21,18,0,199,76,25,0,16,19,555,16,80,12
0,43,33,21,9,1,30,48,14,0,16,20,3,21,5,14,14,2,10,15,28,40,49,189,71,11,13,12,33,400,60,8,36
0,7,28,31,7,14,49,76,12,9,15,12,9,74,0,1,15,18,13,32,29,5,6,172,133,13,0,14,58,44,13,73,5
0,29,18,38,10,0,23,2,19,18,29,18,4,12,2,14,10,31,0,4,13,7,40,192,100,19,14,16,39,228,58,38,27
0,35,30,59,10,4,4,46,4,0,19,20,2,22,6,11,2,27,22,19,6,9,25,32,183,8,7,7,3,453,43,91,33
0,48,30,50,6,1,0,37,20,11,20,30,24,27,10,11,15,14,3,38,38,6,15,197,171,20,14,12,35,0,26,83,30
0,37,4,19,4,5,83,0,16,19,11,25,24,77,3,0,18,14,28,20,14,16,27,165,80,20,24,10,18,258,26,27,26
0,41,19,71,5,18,31,50,20,7,12,0,35,27,0,14,13,30,24,32,34,35,35,66,95,7,1,2,3,574,24,64,10
0,44,8,23,25,10,77,81,10,17,28,3,28,32,9,16,5,18,9,4,31,2,27,81,84,2,23,4,11,553,62,41,15
0,14,18,5,20,15,38,32,15,3,22,8,33,40,4,5,20,39,36,39,34,7,0,178,82,4,18,18,65,236,60,72,12
0,43,13,49,21,19,17,12,19,19,22,24,2,3,6,9,11,11,1,27,23,6,8,157,152,24,20,19,63,553,57,20,22
0,24,9,54,30,1,9,93,11,11,14,23,5,77,1,10,13,26,11,22,31,22,42,192,28,17,9,5,48,205,48,85,17
0,14,8,44,13,0,97,56,6,19,23,5,16,23,5,3,0,11,24,33,27,27,42,193,169,17,8,0,16,24,68,15,15
0,15,13,13,13,19,38,9,9,16,1,24,11,8,10,11,8,9,4,11,22,16,49,83,195,6,9,1,30,351,4,75,22
0,41,40,6,6,1,54,86,4,13,30,35,16,73,9,13,2,20,17,25,11,8,13,151,34,11,13,12,33,326,67,91,31
0,44,11,9,30,14,95,27,3,6,0,20,8,18,4,4,3,26,39,15,29,7,50,4,118,22,24,0,59,266,56,54,27
0,14,33,50,5,16,27,60,7,16,20,22,6,22,5,7,8,31,16,30,12,19,20,10,88,5,5,3,8,119,64,21,36
0,23,22,69,12,17,60,15,4,11,3,25,26,30,5,16,0,22,23,33,14,7,16,85,179,11,2,19,16,77,64,58,25
0,25,35,48,23,8,77,41,1,20,6,18,25,68,8,1,15,19,23,36,13,31,47,17,2,23,19,9,67,166,22,67,32
0,36,40,40,2,11,5,97,8,16,20,7,19,71,1,6,1,30,11,38,37,37,26,164,20,19,25,4,25,345,56,92,8
0,40,4,45,19,18,89,34,14,15,18,25,32,52,4,1,5,39,27,29,27,26,49,155,18,22,5,11,58,565,33,8,0
0,1,36,39,13,11,22,18,9,10,11,16,26,58,10,15,20,29,36,10,3,4,20,50,155,21,1,1,31,78,35,97,24
0,59,27,72,16,11,59,55,13,16,19,4,0,75,5,13,2,35,9,3,33,28,36,150,36,15,23,12,66,543,67,62,29
0,23,24,40,19,4,69,53,5,9,15,7,35,3,0,19,4,27,15,31,2,40,23,61,118,7,19,14,62,284,1,12,25
0,44,0,36,21,10,88,11,16,5,16,22,9,16,5,4,16,33,14,30,6,16,40,74,188,0,8,0,49,465,49,5,9
0,11,3,0,4,14,28,19,9,20,3,33,33,61,10,8,11,38,35,12,29,16,47,174,136,3,20,11,52,307,58,29,0
0,51,12,80,11,10,82,29,5,19,14,28,7,26,1,2,17,15,5,35,10,24,2,60,61,2,20,16,21,338,38,8,0
0,46,25,5,4,2,44,42,5,13,10,0,27,40,6,14,20,31,36,21,10,14,44,153,191,17,13,4,46,234,35,46,35
0,16,24,73,14,14,41,49,17,10,1,16,8,8,3,9,18,11,8,18,18,37,28,97,11,12,10,10,36,384,43,6,31
0,35,13,44,24,16,48,0,5,19,27,31,9,56,9,0,17,9,31,17,3,6,17,186,67,15,18,14,50,112,10,80,29
0,53,32,48,18,5,56,83,12,7,9,35,12,32,8,17,13,12,26,18,1,16,46,101,142,20,2,9,50,266,53,52,5
0,49,11,15,12,5,89,76,15,18,25,6,31,35,5,9,20,29,31,6,33,12,36,82,116,15,17,19,41,554,35,47,7
0,11,9,20,29,12,70,82,19,3,25,29,5,27,5,4,11,18,16,35,26,31,1,27,40,17,17,20,1,557,55,55,24
0,5,34,73,19,12,78,96,16,0,12,28,2,39,8,13,15,32,4,19,21,18,10,181,106,23,7,1,18,297,36,1,22
0,39,1,24,4,2,70,57,2,14,28,22,12,73,1,10,1,16,21,5,20,38,24,97,48,16,14,13,40,574,65,33,33
0,19,21,76,0,13,5,36,8,1,23,35,23,45,6,15,16,18,31,11,34,39,4,75,55,21,19,20,33,509,50,75,19
0,50,28,24,22,14,97,28,18,15,23,19,19,23,0,15,7,2,1,18,20,10,18,163,38,8,5,20,2,24,16,75,9
0,47,20,37,8,16,30,100,10,15,14,17,30,0,2,14,18,32,11,8,7,13,33,100,160,15,17,16,55,527,22,96,0
0,13,15,60,12,16,4,73,17,15,9,1,16,44,3,13,18,4,21,35,2,10,26,23,17,12,5,4,13,457,20,42,34
0,53,31,67,16,16,22,35,2,10,20,18,32,57,8,18,0,38,28,25,36,17,49,7,158,8,11,14,63,52,10,64,3
0,28,4,22,13,18,15,57,17,11,5,19,1,70,6,9,17,7,37,23,27,39,8,61,167,0,6,7,47,503,20,70,17
0,7,27,44,19,0,27,86,16,14,0,1,6,1,10,20,15,5,0,15,9,28,43,53,73,12,24,13,22,423,70,57,3
0,15,40,2,29,10,69,99,15,20,13,23,15,77,7,13,16,35,7,16,7,33,7,173,166,6,23,0,53,119,65,83,39
0,2,0,35,12,4,35,19,1,1,13,22,28,38,6,17,5,18,18,3,40,28,3,54,70,2,20,15,65,520,58,50,27
0,32,31,9,17,12,41,65,0,1,30,20,26,50,8,18,7,29,22,14,35,20,18,32,55,17,25,5,62,420,38,100,34
0,13,6,59,11,4,64,42,1,7,22,34,7,59,8,5,4,22,35,40,10,36,2,89,15,15,25,4,46,245,23,1,12
0,24,7,11,2,13,74,73,18,13,24,35,29,79,2,8,5,20,21,2,0,10,43,9,88,19,2,17,34,3,30,52,11
0,59,30,72,28,2,8,98,2,3,19,29,1,56,7,5,7,34,19,13,15,34,21,57,81,18,15,20,61,275,2,92,23
0,35,12,59,25,9,26,75,0,13,7,33,12,80,8,10,7,24,23,25,0,33,45,86,43,10,9,3,61,467,32,11,11
0,52,12,32,22,14,56,25,4,0,24,27,8,23,10,9,17,18,40,13,29,27,1,66,45,22,23,10,60,335,42,85,11
0,21,13,23,24,0,69,74,10,8,26,0,11,47,0,13,20,13,40,38,12,17,19,180,16,1,7,16,33,299,57,79,33
0,5,8,41,20,4,3,13,13,13,16,33,23,4,1,9,4,19,12,19,23,6,39,20,195,18,13,10,36,427,62,45,38
0,10,16,24,28,11,19,55,18,19,29,30,30,17,8,13,8,30,1,37,34,5,24,174,114,17,0,6,44,599,59,77,11
0,57,10,17,1,20,36,5,0,7,8,13,31,50,9,12,6,26,24,38,8,33,34,24,147,21,19,14,2,289,24,20,0
0,41,3,15,27,15,75,83,17,2,29,17,12,40,0,17,19,28,24,10,35,25,34,141,74,24,17,2,61,40,45,44,35
0,46,36,16,24,7,0,11,3,16,24,13,21,69,4,4,8,31,14,7,10,0,50,56,89,7,4,7,58,159,20,62,29
0,57,11,35,8,4,6,55,8,11,25,0,28,65,1,20,12,1,10,10,3,23,0,5,97,8,16,14,11,351,53,22,36
0,35,23,65,6,17,74,68,3,16,8,18,2,44,9,4,13,2,27,18,36,24,16,180,71,10,23,3,32,176,28,7,8
0,13,15,11,2,3,5,16,2,14,28,13,21,68,8,3,17,28,31,25,15,19,41,79,4,8,16,5,51,89,53,43,6
0,47,40,29,8,20,72,86,5,17,29,28,8,71,7,2,6,33,15,7,12,14,1,115,20,13,5,3,10,108,39,85,12
0,2,8,15,28,15,28,29,4,18,6,32,7,20,1,5,12,13,37,8,0,29,0,5,26,1,7,13,53,8,37,19,11
0,54,38,31,30,8,42,85,2,20,14,3,1,63,3,7,15,17,8,30,36,35,33,78,199,21,4,20,50,261,20,94,39
0,1,31,75,7,3,15,54,6,7,21,18,15,24,5,16,17,34,3,34,11,8,15,76,103,3,11,12,15,4,24,53,25
0,26,9,69,15,10,8,74,19,1,2,5,25,2,1,12,13,30,4,36,37,28,7,169,79,8,20,14,27,237,33,86,4
0,43,29,16,25,6,1,32,2,8,2,34,30,44,10,12,4,40,24,20,27,36,14,60,194,21,24,7,52,25,18,81,13
0,36,27,59,12,4,37,72,4,3,4,18,27,78,4,17,15,34,25,1,3,19,17,121,181,12,16,20,3,590,4,98,0
0,32,15,20,23,17,98,86,13,6,25,8,4,20,2,5,5,28,5,20,34,37,29,14,157,22,19,8,50,145,61,16,5
0,50,12,69,5,13,74,57,18,6,19,33,17,64,9,2,2,6,0,35,2,29,15,186,93,12,11,15,53,189,25,24,34
0,12,17,78,24,1,48,90,19,9,20,4,4,66,2,12,9,1,0,2,21,12,39,33,126,9,21,8,48,59,11,57,1
0,16,16,32,16,3,8,40,4,6,28,7,8,28,4,19,9,9,0,16,3,21,23,67,141,5,25,15,7,228,42,24,9
0,2,4,58,11,2,98,28,6,6,24,27,23,76,3,16,18,36,14,8,35,37,21,180,83,15,2,5,45,358,2,55,31
0,39,25,32,21,8,97,62,17,3,6,26,28,37,10,8,8,39,0,4,34,28,4,86,118,0,0,20,19,205,15,23,34
0,20,9,61,2,19,44,9,13,9,24,14,28,47,6,8,18,24,21,29,12,2,20,1,72,5,7,14,42,6,0,72,7
0,54,16,11,30,9,34,87,19,8,23,29,14,77,9,11,3,30,34,2,19,7,29,93,112,23,9,13,51,460,40,78,26
0,34,30,48,13,8,16,64,5,20,28,10,22,71,2,3,4,14,29,21,35,6,28,163,63,4,20,11,46,328,32,22,4
0,47,12,27,3,10,75,8,16,10,13,24,13,13,3,0,20,37,9,11,35,9,48,10,72,17,2,12,11,455,0,50,7
0,45,13,62,16,12,4,47,9,5,14,30,19,18,2,16,10,2,18,36,4,2,11,127,137,1,20,10,6,568,18,99,20
0,43,7,21,21,0,45,66,19,16,4,14,1,68,2,13,13,0,17,37,34,34,8,18,21,14,25,6,21,386,70,36,10
0,11,30,38,17,8,45,90,19,0,14,6,35,38,1,15,17,23,27,20,36,21,27,8,188,9,9,16,44,64,53,31,18
0,47,0,35,17,9,47,70,18,20,2,22,1,32,2,7,4,34,9,29,3,24,46,73,28,24,25,11,52,530,52,85,23
0,19,7,56,6,15,11,86,7,11,3,27,34,1,9,5,14,38,29,16,22,31,1,6,158,1,18,17,61,7,67,68,32
0,46,15,28,4,18,45,70,5,4,9,0,35,66,6,10,1,6,23,6,23,38,21,121,193,22,16,10,33,58,35,81,21
0,30,39,47,16,13,12,97,4,16,19,13,9,54,3,1,2,38,29,14,6,36,49,59,61,4,14,11,9,417,70,29,12
0,28,5,9,2,0,51,93,20,13,16,21,31,27,9,10,4,35,19,36,25,38,31,37,194,13,13,0,47,113,4,34,18
0,2,14,56,27,11,37,74,5,3,22,20,17,4,7,20,15,20,3,6,18,40,48,108,67,6,8,1,11,580,66,10,9
0,6,31,46,0,17,58,94,1,2,21,34,5,29,7,2,4,38,19,5,19,40,15,192,197,25,19,4,28,182,6,7,28
0,58,29,73,4,14,2,37,13,4,11,7,26,3,7,6,4,26,0,3,30,18,40,95,138,11,8,8,28,547,19,2,31
0,15,18,76,19,8,86,6,9,1,25,8,35,73,1,13,15,35,39,37,3,34,9,92,78,20,22,15,10,224,26,93,6
0,60,23,5,11,16,36,36,3,3,1,6,8,16,1,20,8,15,2,12,35,37,7,67,137,4,15,2,69,243,64,79,21
0,56,23,77,19,15,38,11,2,9,5,6,19,25,0,20,8,4,34,2,16,27,11,82,2,1,22,14,52,217,7,86,5
0,24,5,27,27,12,44,55,17,8,10,32,18,29,8,10,16,36,37,27,11,10,7,146,65,12,19,15,7,465,25,88,2
0,41,36,12,21,4,98,39,2,1,14,25,0,5,10,17,8,39,2,17,22,1,36,21,166,8,17,9,48,10,44,48,7
0,16,6,64,22,11,97,89,7,3,29,5,28,61,2,14,12,34,23,12,30,8,33,160,172,10,13,13,62,365,9,64,26
0,27,9,15,16,19,97,3,0,14,11,7,31,72,4,9,12,37,35,26,15,32,50,157,60,16,24,15,21,533,58,54,31
0,17,17,39,4,3,61,31,15,13,24,11,29,30,6,17,8,39,21,35,10,37,8,36,43,10,17,10,23,113,55,17,19
0,6,26,75,29,16,99,16,12,13,12,20,14,22,4,20,10,14,5,2,32,22,16,165,172,11,3,8,56,86,0,23,15
0,3,19,65,12,0,49,50,7,15,8,22,10,16,9,1,7,36,15,21,35,28,26,86,128,14,12,7,27,416,67,52,28
0,37,10,77,19,13,68,0,6,19,29,8,16,70,0,6,17,19,14,27,7,26,46,17,126,20,25,7,51,153,13,90,14
0,7,18,52,12,18,71,31,6,8,27,0,14,35,9,10,17,11,23,9,1,0,43,152,27,15,4,6,26,214,44,30,31
0,8,20,39,15,1,10,2,2,8,29,2,26,43,4,15,14,18,30,16,19,35,24,163,34,8,16,12,12,444,54,63,8
0,50,18,21,22,18,4,94,18,19,12,9,32,30,0,16,5,5,32,0,2,17,24,62,36,4,4,0,31,62,62,2,20
0,46,14,30,17,5,93,85,3,1,7,10,20,72,1,20,6,38,0,1,1,22,9,113,121,15,0,18,51,403,62,87,11
0,56,4,31,17,2,82,32,18,10,10,10,19,49,4,5,4,6,21,19,21,7,25,139,54,2,9,4,69,351,33,30,0
0,8,25,22,23,13,66,93,14,2,3,28,25,69,0,11,16,0,27,29,19,36,23,22,172,20,8,10,12,280,47,89,28
0,6,20,2,3,19,7,59,18,0,6,13,4,43,8,6,4,39,9,6,34,10,14,55,34,13,9,10,37,258,26,65,2
0,16,17,4,1,10,59,60,16,15,28,11,34,20,0,3,5,17,18,17,7,18,25,171,83,13,9,14,59,352,6,80,39
0,27,11,11,21,3,76,62,20,12,1,32,11,49,2,7,19,13,19,24,9,24,33,93,44,17,15,8,31,391,58,97,28
0,35,30,80,21,2,52,8,4,17,25,1,16,2,4,9,4,32,18,39,17,9,11,153,27,9,2,12,55,411,32,67,35
0,60,28,56,9,11,39,26,5,4,20,34,14,70,5,3,12,12,10,27,29,40,38,200,77,3,9,3,45,355,47,36,34
0,21,4,43,7,2,14,15,19,8,16,2,0,53,5,9,17,37,10,36,7,5,17,104,186,19,13,11,34,285,1,84,29
0,32,32,32,22,6,98,88,17,4,23,29,26,15,0,6,2,7,37,20,12,4,0,115,150,1,20,7,28,387,11,93,31
0,12,31,22,19,6,4,79,8,5,1,17,19,37,1,5,7,17,21,30,22,14,38,123,15,20,8,5,14,547,41,39,14
0,52,1,45,15,5,13,59,15,10,17,35,22,67,8,7,7,30,25,25,4,32,27,13,23,13,22,16,33,307,34,55,0
0,55,27,19,26,14,78,38,1,7,23,20,35,67,3,9,10,5,12,10,20,40,27,11,66,24,13,20,66,34,62,84,17
0,1,31,80,21,15,93,49,9,19,13,5,0,40,4,8,4,0,6,40,10,34,28,92,120,8,18,7,1,277,34,23,30
0,47,11,70,28,16,14,93,9,10,19,3,29,53,10,0,14,13,37,27,4,20,33,133,62,24,5,16,8,577,56,58,20
0,15,37,79,28,19,60,94,6,12,4,14,28,72,6,19,20,3,25,11,16,14,49,123,48,9,11,14,3,212,20,16,34
0,46,28,55,30,19,6,82,6,9,1,9,10,46,2,10,3,0,24,37,2,29,27,42,110,16,21,15,19,359,45,81,39
0,19,17,18,17,7,68,30,18,4,21,9,4,44,5,11,1,19,14,6,17,39,46,3,92,11,0,11,32,309,31,42,37
0,17,29,44,9,20,36,77,12,16,17,0,22,37,5,17,7,2,37,40,18,14,28,133,87,0,15,2,22,138,32,11,15
0,57,22,26,10,1,1,100,19,10,24,8,8,35,10,3,3,27,19,14,30,4,21,105,88,11,10,18,15,431,21,89,35
0,37,15,48,13,20,31,93,9,4,15,4,22,57,1,4,15,9,39,37,38,4,8,185,7,16,2,9,13,174,11,63,32
0,42,39,19,26,10,40,25,15,7,6,4,21,43,2,10,5,18,4,26,13,18,11,58,145,4,7,20,34,122,41,40,22
0,0,22,50,29,1,88,69,8,13,3,6,27,61,6,19,20,15,39,13,9,26,47,128,97,11,14,20,6,568,36,32,39
0,45,13,70,18,12,93,16,8,10,19,2,8,37,6,14,19,40,19,38,14,15,19,35,75,5,10,4,26,520,22,25,38
0,57,22,42,15,20,66,21,9,12,4,17,19,48,3,17,9,20,2,2,3,20,40,86,63,11,5,13,22,70,32,13,13
0,0,9,58,24,18,2,5,1,11,20,3,5,21,1,16,7,31,26,39,31,22,8,121,49,24,0,7,30,336,40,26,8
0,48,17,50,17,16,52,46,4,10,29,19,0,9,6,4,3,23,38,22,3,4,50,6,66,14,8,18,30,510,28,76,19
0,16,35,22,25,10,18,17,3,10,5,26,9,46,6,3,10,27,39,36,14,33,1,148,120,15,18,17,16,148,36,45,39
0,9,16,18,26,0,43,9,12,10,5,15,5,40,10,8,17,29,10,15,27,8,12,48,110,1,14,14,6,482,9,99,3
0,28,29,31,29,18,26,84,5,20,11,23,35,6,6,2,13,24,20,19,6,26,46,113,107,23,20,15,18,582,23,6,39
0,21,26,21,21,14,37,16,12,20,17,20,9,43,1,14,6,12,31,29,37,9,17,43,18,19,15,12,14,562,51,35,7
0,24,2,65,9,17,73,31,9,5,20,13,30,16,4,5,1,28,40,11,21,28,34,199,34,4,8,3,35,197,18,53,12
0,1,4,39,5,6,47,47,7,15,4,21,12,10,4,3,13,3,9,38,0,16,7,68,53,3,6,4,8,22,10,10,11
0,13,10,47,23,6,88,6,15,16,7,32,1,44,10,20,5,35,5,17,25,12,26,103,68,17,23,18,34,44,61,22,30
0,4,17,31,26,13,71,53,10,5,3,25,31,26,8,12,6,39,20,19,40,23,30,108,67,6,19,6,41,341,42,40,1
0,6,12,19,3,5,49,63,19,10,11,35,6,26,9,19,9,31,32,34,36,8,18,165,12,13,16,20,16,123,66,39,27
0,47,36,80,17,12,43,45,7,2,26,1,34,77,0,4,10,39,25,36,5,2,50,93,115,8,13,9,0,430,2,10,30
0,38,14,52,15,15,92,51,1,2,6,28,8,37,3,7,6,5,13,36,2,40,17,31,176,12,16,18,9,68,28,31,39
0,58,9,1,19,10,96,48,17,15,15,26,16,3,7,18,7,37,27,18,27,13,36,131,122,25,19,10,50,525,1,81,11
0,43,37,26,7,17,24,47,18,2,24,15,24,7,9,18,13,20,22,32,28,37,4,5,143,11,8,13,35,457,7,59,10
0,31,36,20,2,16,3,78,2,11,13,15,27,73,10,3,20,29,11,12,24,24,4,118,40,10,7,14,14,441,65,11,20
0,30,13,16,30,5,56,47,11,17,3,26,20,15,7,3,13,6,31,33,4,31,10,174,84,10,15,20,18,600,50,82,4
0,21,15,80,26,8,17,27,1,4,9,23,30,63,5,11,11,30,31,31,40,14,32,99,76,1,17,11,66,416,50,96,11
0,17,14,65,26,18,82,2,7,15,24,33,21,26,0,18,17,5,12,23,18,21,38,111,32,21,5,14,56,1,20,61,15
0,10,12,29,23,17,2,29,4,19,14,33,9,69,2,15,12,20,16,34,14,27,47,124,49,7,0,11,26,577,3,54,32
0,8,18,39,5,11,48,32,14,8,2,35,27,26,4,12,0,13,23,15,20,2,48,36,130,13,13,0,41,404,68,96,1
0,11,28,75,19,14,32,19,15,11,16,31,4,21,10,12,6,6,4,35,27,3,40,95,198,19,1,19,11,468,7,50,16
0,1,11,34,8,11,3,71,19,18,21,12,14,30,9,1,5,15,0,11,23,18,47,127,44,24,5,1,9,267,28,33,34
0,18,10,78,7,17,9,48,3,8,7,5,2,22,5,19,9,25,4,30,11,4,23,15,111,0,7,5,69,599,50,80,34
0,11,17,47,23,11,45,91,15,15,4,6,32,13,2,16,4,28,34,9,0,32,28,39,119,20,10,0,60,386,45,34,0
0,20,25,77,27,6,77,16,12,8,6,23,3,47,7,6,12,26,16,25,12,25,38,88,189,21,6,2,41,126,19,97,27
0,4,20,5,3,18,0,2,3,18,15,4,1,28,3,10,16,20,2,6,26,36,30,180,133,18,4,9,60,48,2,26,1
0,15,12,59,28,5,87,35,0,0,8,1,21,76,4,11,15,3,6,13,22,37,26,21,62,20,2,14,33,597,2,34,18
0,39,19,45,29,11,4,38,1,8,30,2,31,70,7,13,6,5,23,10,33,24,25,67,19,4,3,2,60,500,61,79,2
0,47,20,39,15,18,13,2,20,7,23,11,19,3,3,9,15,12,28,21,9,8,17,43,20,9,4,3,64,281,25,45,34
0,4,6,1,9,0,20,60,5,14,30,22,26,29,10,15,18,33,18,15,20,11,18,107,37,25,22,2,0,425,43,30,27
0,45,37,34,25,4,19,65,17,12,0,9,20,7,7,0,8,18,1,17,34,22,33,94,22,10,24,17,29,166,15,16,18
0,34,4,37,4,4,65,10,6,11,0,15,11,12,6,4,2,14,37,2,0,2,2,51,53,5,25,7,63,12,13,70,27
0,3,39,45,29,11,11,28,8,1,26,2,33,43,4,11,6,16,38,32,35,22,39,123,1,2,22,5,61,438,15,49,36
0,27,9,26,19,3,50,32,1,9,22,22,32,62,8,4,2,3,23,18,36,28,25,4,130,12,16,15,69,108,62,72,29
0,56,23,36,16,11,83,28,14,12,29,6,22,28,2,9,17,32,27,8,10,27,25,185,17,20,20,20,28,83,5,74,20
0,47,39,71,0,2,28,36,4,6,0,26,7,30,8,8,11,3,28,27,11,18,41,85,101,11,11,14,4,111,9,16,9
0,11,32,17,10,10,48,77,6,4,14,22,24,3,3,19,4,26,23,15,32,20,13,34,153,1,23,6,23,186,57,45,25
0,40,28,63,11,11,24,80,17,0,18,9,7,46,5,19,3,23,37,39,8,17,7,144,43,24,4,10,36,153,61,46,12
0,34,1,60,20,19,83,64,0,7,28,19,22,39,7,16,8,9,20,28,6,33,16,126,45,15,19,6,9,160,38,10,12
0,35,26,21,2,14,5,26,15,0,9,18,18,30,5,9,2,39,3,0,34,14,2,168,62,12,15,4,30,134,31,45,31
0,27,36,71,23,19,63,80,1,8,23,5,10,69,4,9,19,8,5,19,29,20,38,72,130,4,7,16,13,31,21,74,0
0,8,15,49,25,7,32,52,12,6,27,29,6,77,0,16,16,33,33,16,16,35,5,167,3,3,10,13,50,287,14,93,24
0,43,4,45,27,6,77,26,20,13,25,2,4,66,0,13,8,36,36,31,7,15,43,80,65,17,7,0,13,151,18,16,15
0,7,23,56,17,19,64,91,6,3,30,21,17,11,10,0,8,29,13,22,30,20,30,23,13,14,21,18,6,60,30,37,19
0,15,17,37,11,3,70,53,3,10,13,9,21,44,1,13,8,18,35,11,33,36,27,150,126,9,20,16,3,530,28,89,34
0,38,36,33,16,8,34,7,6,14,24,3,10,43,9,14,14,20,3,22,36,24,15,18,164,3,21,9,22,86,18,51,40
0,25,8,55,25,20,98,68,8,18,27,34,6,23,1,13,8,25,39,31,23,26,26,19,109,19,19,3,10,539,36,32,33
0,29,11,40,22,13,16,80,9,20,3,4,1,78,9,9,17,21,19,19,15,4,4,179,195,10,0,16,59,342,55,61,28
0,53,37,1,5,7,88,45,19,6,23,9,11,59,3,15,6,32,0,0,11,27,16,177,191,18,10,6,60,578,53,54,26
0,28,33,34,28,6,50,20,2,18,17,18,1,28,3,5,13,40,17,17,2,35,48,39,37,24,9,16,35,316,31,27,28
0,36,15,80,10,9,52,77,5,12,22,29,17,70,10,17,15,21,35,15,19,3,6,17,134,24,7,7,20,596,26,83,32
0,19,32,48,15,9,79,29,13,11,25,19,3,69,1,7,3,6,26,29,32,29,31,35,178,5,9,20,33,176,30,7,5
0,31,2,38,8,4,99,77,18,16,2,22,28,2,0,7,2,38,17,4,1,15,31,178,114,0,18,17,31,223,69,52,25
0,4,36,23,26,17,73,16,18,11,22,28,17,66,10,6,2,17,33,7,21,29,41,78,111,5,7,9,6,244,5,12,6
0,41,28,79,1,5,23,65,18,6,1,3,25,2,10,7,11,14,31,13,7,13,45,187,32,7,25,8,23,284,23,52,31
0,44,9,12,2,20,57,14,1,6,18,13,2,19,5,12,17,16,0,10,11,35,20,147,102,14,15,13,69,67,24,99,12
0,21,39,35,26,18,46,70,12,7,30,19,32,29,0,17,10,25,36,34,28,37,2,189,31,25,2,7,17,240,57,49,28
0,59,12,52,23,11,40,60,17,20,28,19,17,48,6,14,20,19,33,22,40,27,48,142,171,1,24,13,10,34,69,86,35
0,15,13,10,15,4,5,35,11,15,29,25,29,21,7,14,1,34,14,2,25,3,26,136,27,24,0,13,6,372,47,54,23
