bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0,13,37,76,4,53,100,67,33,7,3,29,59,105,43,46,45,72,12,46,36,40,18,241,32,52,30,39,99,154,97,176,57
0,67,89,49,41,14,158,162,12,35,19,44,19,67,24,50,22,36,30,22,47,82,88,391,253,23,50,45,35,198,73,77,38
0,44,64,63,26,50,121,112,24,27,25,43,33,112,16,37,35,26,19,11,12,15,29,403,128,2,20,24,59,179,99,55,36
0,77,87,61,57,36,105,71,19,55,33,43,27,47,44,60,54,0,63,46,23,46,69,342,293,42,19,50,69,88,145,208,37
0,1,38,57,34,21,124,195,12,33,3,24,58,112,48,15,26,2,35,14,57,81,70,36,416,57,46,43,99,94,38,136,36
0,66,70,65,36,12,52,92,40,26,13,39,25,48,57,38,11,57,74,70,40,37,15,176,256,57,50,11,35,80,132,163,34
0,70,41,97,60,30,192,137,11,58,16,35,3,63,57,51,52,81,54,52,61,90,78,407,241,40,13,55,106,27,63,35,27
0,86,21,108,45,12,122,173,25,37,29,32,38,57,32,6,60,81,85,24,41,43,11,154,392,18,29,28,111,33,33,28,40
0,88,90,17,31,57,17,128,10,16,15,5,45,116,56,32,7,72,19,39,69,23,87,353,68,0,22,53,105,57,96,155,52
0,66,2,46,56,58,40,51,36,6,27,57,55,7,57,54,33,44,53,9,74,10,50,233,222,27,27,34,109,135,31,126,39
0,74,56,50,53,59,108,36,7,51,38,26,4,23,17,54,19,89,41,76,78,39,16,63,225,53,40,43,64,147,30,154,13
0,66,56,95,51,9,188,189,59,41,24,52,27,80,40,9,20,3,34,32,10,43,63,287,20,31,43,33,78,60,44,104,42
0,53,33,29,27,55,121,76,60,47,19,49,40,47,14,2,0,84,44,86,76,24,59,144,287,46,21,32,88,183,27,148,28
0,89,45,102,20,49,164,28,57,14,0,56,4,28,42,41,24,11,41,64,71,53,90,281,325,13,27,39,36,67,139,208,34
0,57,81,50,27,48,50,6,57,13,34,49,21,57,3,24,23,84,58,0,29,41,11,5,267,49,49,58,55,104,72,46,19
0,30,29,1,6,15,90,3,41,15,22,4,52,104,39,40,52,83,62,47,56,44,16,52,88,7,4,36,39,189,100,168,21
0,73,70,77,13,56,47,183,26,26,4,58,8,89,25,36,28,56,0,79,34,55,80,368,148,48,27,43,76,111,85,61,18
0,31,58,8,2,47,0,8,28,45,27,24,7,73,13,36,33,58,37,47,22,5,34,33,86,21,32,20,83,83,123,110,8
0,2,71,34,11,41,31,63,50,30,32,39,36,111,57,58,1,38,76,66,54,10,78,124,188,40,53,40,71,149,101,209,7
0,5,75,28,36,56,174,140,25,57,41,35,33,82,49,6,55,52,58,50,14,47,7,367,177,33,49,47,65,54,121,9,23
0,1,41,43,18,49,43,111,57,35,38,52,36,17,12,14,51,66,19,30,86,66,35,206,284,56,7,30,12,151,94,104,43
0,15,25,67,30,31,183,131,22,56,45,18,36,26,51,54,8,66,64,48,30,68,29,117,236,29,33,38,70,196,148,154,55
0,96,67,62,15,49,36,164,35,59,2,7,5,72,38,17,0,68,75,5,18,38,7,328,188,56,52,54,103,21,11,108,4
0,67,76,10,42,40,112,99,20,55,5,54,16,41,7,37,21,67,74,57,10,74,21,235,194,48,60,39,15,95,81,168,33
0,8,45,112,57,26,122,115,25,18,34,57,9,93,2,59,31,74,61,32,34,5,49,14,99,12,18,40,99,22,100,169,34
0,91,90,87,25,21,169,179,15,46,10,43,47,37,31,8,30,49,45,89,17,82,86,133,121,4,17,6,82,59,38,12,0
0,28,9,20,38,42,3,137,8,5,39,34,31,63,52,34,55,9,80,4,37,19,80,134,305,48,1,23,57,79,37,177,19
0,94,67,82,35,38,98,164,44,57,9,28,44,45,54,53,28,61,48,54,74,21,45,249,415,41,8,17,71,37,70,99,24
0,82,5,41,16,28,192,32,5,19,0,53,27,43,26,17,0,37,49,4,34,36,6,273,329,39,37,25,87,102,67,191,39
0,65,0,72,47,33,115,6,41,17,36,51,26,40,24,8,2,8,77,28,21,35,32,343,329,10,8,43,94,94,69,196,42
0,49,85,32,3,52,46,59,58,46,22,9,4,14,4,7,31,5,74,33,60,64,29,56,218,49,34,12,101,172,24,32,59
0,89,73,45,26,30,94,12,33,6,34,3,58,89,51,23,59,9,60,22,82,64,79,81,308,42,44,0,103,149,66,145,19
0,92,1,107,34,43,61,196,1,42,18,26,57,50,5,4,26,69,40,45,3,5,79,8,103,38,26,28,23,13,16,112,22
0,51,59,34,16,20,148,7,45,45,33,31,17,95,33,18,31,33,90,65,15,17,62,118,333,50,50,47,63,183,8,129,45
0,13,75,76,55,29,119,102,50,25,13,28,46,32,25,55,57,63,81,2,86,7,13,315,272,40,21,55,93,29,85,203,22
0,100,45,91,43,32,86,148,48,43,18,14,4,69,44,55,56,44,28,75,18,21,87,411,63,56,31,4,116,99,42,194,25
0,78,28,40,36,34,53,45,14,26,14,57,3,18,15,38,41,88,85,63,58,65,30,157,14,49,56,21,113,69,150,120,48
0,15,57,27,12,57,152,95,14,53,6,8,29,93,8,38,27,41,63,50,4,26,69,283,246,35,16,44,13,116,133,134,3
0,85,74,85,54,5,41,66,25,51,29,38,57,48,28,50,27,11,51,79,51,10,49,381,246,2,37,49,21,9,131,147,16
0,42,63,103,6,45,67,158,25,10,44,35,18,114,4,46,58,62,46,32,76,86,34,203,76,27,8,22,87,65,78,151,21
0,96,23,28,48,59,7,168,22,8,6,8,26,98,20,34,8,83,14,42,31,60,41,190,338,18,36,36,14,163,129,174,15
0,96,83,77,56,58,90,90,17,52,34,22,38,5,12,45,35,63,61,86,76,9,90,132,202,44,17,59,76,193,83,27,29
0,74,80,8,43,54,144,120,48,49,36,53,21,73,32,7,9,11,63,45,79,39,75,143,178,29,7,0,87,52,61,194,0
0,94,33,28,1,32,59,105,41,8,31,31,12,117,25,6,38,21,85,53,15,66,73,106,318,15,17,9,72,105,33,57,36
0,85,11,19,13,2,43,73,13,41,44,56,53,65,57,37,2,64,21,81,12,54,40,375,295,20,8,2,115,161,15,102,52
0,92,31,2,30,42,5,94,29,59,40,53,6,76,8,14,13,61,83,88,75,27,0,79,248,47,38,37,13,65,107,155,60
0,46,41,53,39,17,152,96,4,22,45,58,3,37,20,7,25,32,38,21,79,70,50,43,22,12,34,0,28,97,134,151,29
0,35,81,42,5,27,151,4,20,2,20,15,53,11,57,46,14,13,1,76,62,34,87,78,124,0,6,60,90,20,0,185,34
0,94,3,31,26,24,142,21,25,58,17,5,35,99,7,37,41,0,63,86,73,85,34,256,324,14,44,6,30,126,90,120,28
0,75,36,94,51,52,126,152,47,50,38,3,7,0,36,45,3,43,2,66,74,71,12,285,223,16,42,48,45,80,57,123,34
0,13,30,0,24,5,74,90,39,5,15,6,18,29,10,46,16,0,28,77,69,30,15,7,326,36,4,34,78,82,5,49,20
0,90,80,89,2,46,106,75,29,52,31,41,25,10,54,44,21,21,12,54,68,69,41,126,45,53,36,57,5,80,123,131,7
0,50,56,10,48,44,147,15,1,24,22,11,15,12,8,60,43,69,52,31,2,90,44,408,192,39,21,28,94,109,146,52,44
0,86,80,92,40,59,56,61,25,26,8,31,6,70,48,1,40,56,1,58,33,81,2,266,52,23,28,39,33,92,138,199,30
0,99,1,29,47,23,55,33,2,24,44,13,44,116,60,47,33,84,37,72,75,3,51,214,337,9,51,2,30,57,10,37,4
0,95,39,44,33,21,38,46,24,11,9,30,52,68,13,39,36,89,39,0,71,40,41,67,194,22,48,24,9,68,91,114,11
0,41,85,27,3,38,118,83,32,23,13,60,4,41,27,25,35,23,62,65,13,41,71,88,397,10,34,6,65,182,85,30,46
0,44,46,92,2,2,39,56,28,39,31,19,3,82,45,44,44,67,36,21,6,57,86,302,46,52,36,32,81,189,0,182,49
0,3,69,60,38,12,112,62,0,9,5,51,23,52,2,14,20,35,1,48,38,65,46,246,99,45,8,38,24,176,72,155,38
0,48,34,61,26,38,22,143,2,15,5,25,1,85,48,57,22,50,27,65,17,88,6,116,315,60,49,56,44,47,21,133,55
0,58,31,3,34,10,146,113,15,34,25,30,38,112,28,46,14,85,56,20,33,87,34,108,92,57,33,0,76,4,48,208,56
0,55,9,47,47,44,118,111,28,42,24,6,58,3,55,30,14,53,67,65,44,61,33,6,405,50,15,25,86,134,42,206,18
0,16,22,30,8,57,162,31,33,18,29,52,42,43,25,56,11,37,42,62,19,76,90,34,417,17,57,20,24,78,150,0,56
0,17,74,25,42,22,165,195,4,34,40,59,46,74,6,21,25,64,56,42,47,30,62,74,353,52,48,2,96,6,99,129,59
0,2,40,90,9,21,191,169,52,49,45,30,30,63,12,20,39,72,71,47,46,38,61,395,58,31,23,19,87,170,132,204,32
0,74,65,76,12,23,87,121,11,23,14,23,16,3,30,48,32,82,67,58,73,58,58,139,314,41,37,37,6,171,136,56,48
0,38,79,108,50,27,32,139,39,29,17,36,12,48,18,5,40,56,18,50,3,88,45,243,359,51,34,34,33,51,37,148,31
0,32,78,111,48,54,68,43,17,7,45,15,41,116,23,36,47,59,79,72,38,41,26,120,328,7,42,45,39,139,3,138,53
0,25,89,24,26,4,140,146,60,17,35,39,32,73,18,60,1,6,32,56,27,86,83,403,243,8,56,34,82,171,139,72,18
0,39,70,50,3,60,30,161,47,30,32,14,32,54,42,49,38,20,53,69,80,3,78,164,13,50,39,41,91,20,97,31,8
0,52,33,9,45,1,148,26,49,24,40,19,40,59,19,32,6,43,84,65,14,33,79,148,67,30,19,37,49,65,53,119,3
0,31,25,86,23,36,168,181,12,16,24,50,5,73,48,19,14,32,6,68,35,28,65,187,28,31,3,47,18,32,86,31,2
0,52,62,74,9,1,89,14,32,56,45,42,32,75,10,22,26,0,39,4,59,70,43,378,97,58,2,30,8,31,2,43,48
0,77,7,39,45,15,55,11,7,36,16,36,49,15,13,36,3,25,75,60,17,82,75,418,258,6,54,55,105,5,100,179,45
0,28,29,59,44,29,137,75,33,52,39,5,40,80,42,47,58,17,67,77,80,84,56,247,245,25,31,10,33,116,110,206,46
0,7,13,80,31,19,128,167,10,19,16,9,18,93,37,10,7,36,80,10,88,42,57,332,9,26,2,58,97,90,128,157,57
0,51,69,52,28,32,16,81,50,34,9,45,40,92,21,7,52,76,88,83,9,10,51,418,76,30,22,8,20,87,57,206,53
0,4,3,75,19,34,79,79,11,15,15,49,6,95,1,22,21,89,63,44,80,85,8,175,250,37,6,32,27,46,136,199,10
0,46,53,17,4,54,54,81,11,58,43,6,32,69,39,52,35,61,80,7,69,5,15,219,132,31,10,1,84,80,14,20,1
0,29,7,67,43,58,75,29,6,20,10,22,32,29,56,5,31,55,19,45,17,21,77,277,36,3,20,26,46,59,98,117,31
0,19,84,108,7,50,125,146,59,2,28,12,58,98,35,55,45,43,30,80,45,28,71,414,382,11,36,6,7,89,48,149,60
0,19,21,70,43,24,193,2,17,26,43,28,23,81,50,23,52,48,84,47,18,25,69,349,341,1,0,1,34,46,16,70,55
0,59,42,58,27,32,72,46,27,44,34,32,46,74,15,2,2,3,82,43,4,25,42,313,40,44,44,52,70,167,19,163,17
0,36,67,88,19,51,19,31,17,10,7,34,14,41,27,40,55,20,57,36,46,31,42,166,263,58,23,51,105,129,22,33,21
0,12,54,110,15,31,121,0,45,23,28,48,14,62,44,14,3,30,8,74,0,9,80,386,404,12,53,33,68,79,46,181,21
0,92,23,114,28,16,101,130,20,49,44,16,27,103,51,27,48,28,7,60,28,60,41,365,308,46,41,8,101,174,146,61,18
0,16,37,60,57,57,77,83,20,15,18,0,32,67,27,53,14,31,40,83,38,39,34,223,248,47,51,54,62,4,16,188,5
0,99,86,50,9,42,105,102,24,19,38,33,47,92,6,47,10,89,70,76,48,20,12,53,315,57,18,59,6,70,8,34,9
0,100,54,1,50,48,117,137,46,51,43,24,57,62,52,25,35,46,83,81,22,56,16,295,104,52,5,57,105,134,140,62,35
0,10,17,112,11,18,192,104,14,13,9,7,19,68,20,46,16,38,54,84,82,85,16,3,304,15,34,34,79,45,65,113,29
0,99,50,101,23,24,154,15,5,8,45,33,0,55,5,40,12,17,6,10,27,68,22,118,46,2,20,5,27,127,5,173,32
0,71,13,91,41,29,105,104,45,10,3,30,17,0,39,51,26,55,16,31,11,11,20,280,53,26,52,28,106,24,31,69,41
0,30,68,46,11,50,65,161,29,25,9,56,34,109,53,19,17,62,49,62,10,62,46,226,140,4,10,24,29,32,82,66,5
0,34,72,108,56,7,150,163,9,10,39,6,34,104,3,5,21,22,86,64,44,60,68,197,346,55,28,17,0,3,146,96,36
0,35,64,74,51,43,9,189,1,5,11,24,53,111,17,22,21,83,0,82,42,43,37,127,392,56,49,53,67,21,118,78,5
0,66,37,42,17,16,13,199,28,9,32,35,43,46,11,44,46,80,46,36,86,5,41,60,40,59,57,31,67,123,145,183,24
0,19,77,114,28,46,20,67,23,20,7,7,55,78,35,23,47,36,33,72,86,26,73,379,212,4,30,46,71,197,87,7,48
0,99,61,93,7,43,57,8,48,40,10,0,22,10,15,27,21,71,37,7,60,64,17,374,56,23,41,55,105,140,11,64,47
0,60,52,101,52,43,58,167,31,17,15,60,13,108,33,16,21,17,87,77,28,82,87,115,104,29,58,12,61,180,40,34,33
0,54,87,12,56,46,119,136,15,11,29,30,58,118,22,54,40,74,28,44,2,24,75,316,150,27,55,2,16,145,145,68,38
0,69,72,48,41,30,83,75,8,31,10,45,24,12,35,2,56,7,4,30,87,31,39,72,158,27,9,5,70,134,45,11,10
0,3,26,22,3,18,145,30,6,11,35,57,26,91,12,32,30,0,7,50,79,29,72,338,205,50,9,25,56,0,98,176,48
0,75,44,47,5,15,111,117,59,54,42,6,14,111,57,19,19,4,71,39,50,11,84,119,190,37,34,53,64,37,18,137,33
0,21,74,52,10,58,92,7,45,13,27,54,60,36,23,8,47,8,65,44,9,79,30,238,5,34,52,19,85,46,19,93,29
0,76,6,115,43,24,42,102,17,19,44,22,40,60,35,7,38,26,39,46,53,25,86,387,247,38,39,24,12,180,113,122,55
0,95,52,81,1,58,116,105,40,29,16,12,59,72,5,42,5,44,60,80,61,1,50,263,1,25,7,14,60,118,22,64,41
0,55,30,1,37,33,77,114,8,29,30,42,46,67,27,39,56,19,73,57,71,0,39,39,322,29,4,54,11,134,85,85,46
0,96,10,101,54,48,24,165,48,50,30,23,21,1,2,4,49,53,9,61,2,9,61,320,152,28,45,47,73,45,28,98,59
0,76,87,18,31,60,121,80,43,29,2,47,2,34,3,28,0,62,55,21,53,42,68,420,68,37,2,31,9,151,22,168,6
0,54,47,116,5,8,159,119,43,35,29,20,10,62,15,2,10,63,70,45,64,70,78,417,186,27,30,36,22,37,148,92,32
0,7,15,66,40,38,117,128,42,26,36,44,27,10,11,20,56,63,26,43,66,63,1,325,139,30,24,25,81,200,78,204,54
0,81,17,80,43,45,77,31,22,52,3,8,19,38,6,27,47,24,55,59,81,31,87,231,3,42,22,10,105,76,47,177,37
0,12,42,7,23,28,151,94,30,4,19,36,25,0,57,0,46,2,68,37,51,78,42,30,159,2,27,36,92,32,37,96,10
0,7,78,31,7,5,114,21,21,43,17,49,50,28,10,38,37,50,10,65,16,27,84,171,147,47,29,29,17,10,124,63,8
0,42,33,29,44,52,180,58,20,23,31,20,36,116,21,54,18,89,79,3,49,66,89,134,30,33,24,17,81,184,8,51,14
0,43,67,7,24,16,185,60,3,45,12,0,4,60,41,42,8,10,31,14,84,57,41,36,344,25,53,0,84,169,104,122,23
0,51,76,71,39,46,15,70,30,28,2,0,23,6,30,49,27,36,35,73,66,65,64,79,358,59,32,31,17,103,8,34,57
0,24,54,75,27,5,196,85,5,26,11,19,53,8,24,9,22,60,52,73,61,58,83,44,34,6,5,57,33,142,114,65,13
0,3,87,81,40,29,117,65,54,50,0,2,53,25,60,14,53,67,31,80,63,86,51,109,348,3,35,34,47,119,21,52,25
0,16,61,74,36,53,63,42,54,38,37,42,56,54,12,27,1,59,16,7,0,73,15,164,333,45,47,30,64,26,53,202,46
0,75,66,92,26,29,148,121,48,5,40,13,60,89,32,13,28,79,89,84,60,83,15,107,199,44,47,2,101,110,106,141,11
0,33,55,110,50,1,99,10,28,37,33,51,44,94,5,50,14,22,67,42,81,73,88,218,382,4,57,42,66,95,72,112,27
0,61,70,20,29,39,141,35,47,3,41,22,32,96,20,50,35,68,38,90,77,88,40,226,130,33,16,35,82,172,95,83,8
0,42,72,43,14,2,60,66,21,41,30,47,0,64,46,1,19,34,90,24,87,60,82,44,100,12,59,60,63,17,86,149,48
0,72,20,1,58,57,142,33,40,0,38,18,33,60,22,3,56,73,13,6,35,44,35,193,227,37,43,36,47,101,106,94,39
0,97,85,118,32,53,122,171,56,18,44,12,11,5,54,24,37,58,20,47,8,82,15,325,61,36,48,50,38,128,150,37,20
0,44,36,41,13,5,107,194,43,49,9,60,18,23,36,44,29,43,12,3,49,8,52,332,109,28,5,41,12,32,91,200,57
0,19,52,23,32,42,135,37,5,43,18,30,53,89,53,58,53,85,39,87,82,9,87,392,249,40,54,20,50,49,7,201,51
0,70,63,116,17,33,78,114,25,45,14,58,15,13,22,28,36,69,43,18,31,68,71,331,125,26,13,11,88,159,143,119,29
0,86,10,24,38,5,165,115,19,59,42,18,32,88,17,6,25,60,7,26,61,77,53,80,315,41,39,32,100,88,149,105,11
0,57,59,48,45,11,72,105,48,37,16,29,44,40,50,41,37,53,78,43,12,37,44,18,43,27,9,16,25,108,56,187,52
0,35,19,26,16,23,95,82,17,47,6,4,10,103,32,8,47,25,0,34,76,3,34,175,32,41,30,36,92,143,8,116,0
0,58,71,84,47,17,111,13,56,39,21,36,36,50,28,45,52,67,70,67,29,22,44,13,376,5,28,55,56,104,11,49,3
0,85,33,50,41,60,197,79,4,48,16,6,49,83,35,26,56,51,75,47,31,87,15,169,124,1,26,6,38,165,146,159,41
0,93,41,99,34,51,134,120,7,46,9,13,58,78,2,44,25,14,44,12,82,41,80,395,231,39,52,39,100,58,34,100,49
0,16,86,11,34,19,100,54,6,26,26,55,33,32,29,50,3,7,77,52,67,58,27,400,335,31,47,38,14,181,111,173,15
0,80,8,81,14,32,174,47,12,28,8,58,30,118,53,34,43,83,33,52,58,76,88,397,361,3,24,40,119,76,76,184,20
0,73,29,39,60,7,109,136,34,1,35,53,37,95,49,6,32,77,80,34,45,60,77,339,101,22,45,33,63,47,13,143,47
0,90,63,42,39,60,92,24,2,12,39,11,37,44,26,4,51,58,60,34,3,46,59,5,195,52,3,37,25,197,63,130,49
0,7,31,114,44,23,145,5,48,33,42,56,15,3,41,32,24,5,28,38,17,87,74,358,34,45,13,29,83,110,81,110,8
0,90,59,37,4,40,113,14,28,11,24,5,20,65,42,44,34,18,6,87,38,41,81,43,134,48,1,1,101,132,49,195,31
0,0,86,46,32,29,149,193,19,29,36,9,30,107,56,2,22,84,90,70,85,69,85,197,298,24,55,44,81,164,34,59,48
0,37,17,82,3,42,117,6,25,19,32,16,34,112,46,7,1,32,59,25,10,53,56,219,285,53,43,4,9,13,73,145,45
0,9,16,63,40,53,10,115,11,36,27,58,53,69,25,56,37,63,64,55,69,62,25,318,409,23,1,50,95,153,23,174,50
0,6,6,90,51,40,179,79,0,11,42,51,35,28,55,46,38,24,73,37,19,3,61,82,402,22,29,7,58,38,136,6,10
0,81,0,27,38,18,58,20,56,59,32,52,2,117,14,23,43,81,35,88,26,13,43,304,403,6,20,29,13,140,38,119,52
0,56,29,117,7,51,8,148,52,56,19,13,38,83,3,37,10,58,63,27,78,23,69,176,201,31,26,36,72,30,103,79,42
0,73,58,78,55,53,7,99,52,21,42,5,35,110,26,21,36,65,72,22,7,21,71,398,371,52,43,43,118,113,93,80,47
0,48,12,37,5,2,189,62,21,22,33,20,10,102,5,8,7,67,28,19,39,12,12,320,401,17,37,32,16,99,107,53,52
0,20,37,12,21,6,165,174,57,50,43,55,21,81,12,55,23,70,86,44,46,89,82,288,233,51,16,27,98,99,39,182,28
0,2,61,5,20,48,24,22,9,32,13,54,9,107,22,6,33,66,46,30,62,27,86,160,152,23,53,30,91,171,119,115,51
0,7,58,93,6,4,22,95,58,33,1,11,22,69,49,45,20,48,19,77,50,29,67,352,9,9,3,55,41,186,27,63,15
0,98,47,56,7,8,53,82,36,14,24,6,20,93,30,25,14,76,11,23,57,19,29,417,214,7,60,29,120,130,120,141,6
0,74,19,7,58,4,178,58,25,18,12,37,1,67,37,30,8,16,45,51,15,78,76,397,68,55,49,25,28,128,57,112,58
0,99,20,81,23,47,65,180,30,45,35,25,11,9,29,49,18,49,25,89,34,19,39,374,225,51,5,37,12,116,125,173,24
0,96,58,79,7,28,41,99,41,4,16,6,42,61,15,57,1,54,36,26,9,76,29,60,84,33,45,37,87,91,135,128,55
0,17,25,31,13,49,88,152,3,55,28,8,4,101,39,14,37,10,36,3,83,35,87,151,416,1,48,5,82,100,81,70,18
0,85,20,77,1,51,148,75,34,43,24,24,17,22,24,24,2,29,75,42,60,23,83,103,71,4,10,1,30,200,55,101,33
0,56,4,111,53,0,195,151,49,30,24,42,18,107,13,55,35,64,18,70,53,28,76,297,238,55,17,28,22,34,20,168,5
0,43,77,43,42,13,64,65,40,43,30,36,14,23,45,25,57,52,7,87,80,63,10,24,230,35,21,54,60,39,136,182,23
0,10,63,22,27,18,78,0,10,23,18,30,58,8,25,17,18,29,12,43,62,25,38,258,261,33,47,57,24,199,39,51,52
0,50,22,96,5,25,50,186,6,33,39,51,27,19,30,48,2,27,47,60,19,2,2,272,395,59,12,11,82,45,137,200,29
0,86,50,2,11,38,43,99,43,59,23,50,0,26,55,23,8,3,0,77,57,48,16,57,177,54,44,50,59,116,42,126,25
0,52,81,3,55,23,14,108,34,11,32,28,46,39,40,5,9,49,41,31,83,63,20,116,66,20,22,53,78,103,116,199,54
0,68,15,88,32,52,117,153,42,36,35,3,20,80,49,6,42,30,3,5,61,26,27,374,178,6,12,15,23,18,128,41,37
0,53,48,34,23,6,75,18,11,51,27,3,41,85,49,25,1,79,84,32,59,69,0,267,68,48,39,31,54,135,78,165,19
0,69,58,56,8,16,79,152,20,50,15,32,53,15,22,43,2,46,0,28,69,77,90,304,185,38,37,24,22,67,80,132,60
0,35,52,42,29,6,109,2,30,59,11,20,4,39,16,24,5,37,64,13,11,22,35,281,261,34,37,53,111,146,97,92,19
0,71,83,40,27,30,200,71,39,54,38,59,33,5,25,5,18,8,57,29,61,15,3,244,74,33,16,7,98,27,46,181,4
0,72,50,13,48,44,130,54,6,32,5,51,23,59,46,14,9,63,35,32,77,46,38,276,363,42,24,31,98,23,34,66,6
0,16,37,39,12,24,11,143,55,51,28,39,60,72,24,39,32,84,23,24,16,45,78,314,126,56,20,54,35,40,32,43,24
0,34,69,34,6,9,184,152,47,38,21,12,13,111,47,26,40,24,2,20,37,52,9,257,89,41,54,57,120,93,70,76,57
0,21,2,52,21,36,125,161,38,8,39,22,23,20,8,10,50,24,86,12,55,79,40,177,18,14,26,38,119,95,56,156,47
0,0,44,75,4,17,27,56,0,41,32,31,4,101,18,47,1,5,36,74,77,84,62,135,111,40,8,2,60,66,54,171,32
0,21,68,15,9,34,90,175,40,21,13,59,32,67,32,55,22,86,26,67,15,53,90,328,196,58,45,28,120,131,150,63,45
0,98,67,68,7,29,162,29,60,51,36,46,34,84,29,4,40,7,43,42,77,38,44,256,190,16,52,28,18,12,150,28,21
0,36,7,13,33,26,200,109,15,14,0,49,33,93,54,16,30,47,78,76,90,67,40,168,321,42,60,47,29,35,76,10,54
0,94,18,39,46,8,10,170,1,53,13,33,1,29,59,56,50,77,6,65,75,12,37,49,73,24,44,37,83,114,128,142,8
0,27,67,80,23,6,125,20,46,31,17,45,5,66,33,52,16,32,72,20,46,2,14,369,68,23,53,12,64,167,20,81,43
0,45,5,113,11,32,194,130,53,59,3,30,34,71,21,55,19,6,62,7,45,20,5,127,51,34,39,3,88,122,87,206,30
0,75,41,9,19,44,13,102,8,7,37,31,1,7,45,40,42,77,80,24,36,58,89,241,246,11,1,7,70,106,101,34,20
0,63,71,111,42,57,22,10,54,17,39,37,26,114,17,58,45,1,46,86,86,44,50,387,358,29,16,52,43,6,139,109,52
0,7,56,55,47,4,74,130,59,33,24,21,11,64,58,48,19,24,64,65,73,80,70,114,37,50,20,6,106,160,55,49,51
0,39,54,30,11,16,76,134,40,55,44,20,50,72,5,16,19,29,69,3,68,54,78,235,360,17,3,50,23,105,86,205,34
0,53,54,93,16,5,102,47,33,1,40,48,60,83,42,24,40,28,15,85,66,62,57,39,133,45,36,1,15,198,106,63,25
0,55,74,92,11,13,72,97,43,21,45,56,42,5,37,4,30,68,63,14,83,65,22,169,63,54,2,17,74,105,38,210,23
0,7,36,49,58,11,18,145,53,25,19,37,24,37,48,5,55,43,58,73,25,72,37,267,82,41,47,52,27,195,89,45,33
0,47,18,78,44,51,12,150,22,11,23,39,32,73,1,25,24,38,83,64,5,1,62,303,235,9,40,36,16,121,51,117,37
0,91,27,70,22,4,46,130,21,50,20,35,52,89,58,10,19,76,75,1,24,62,41,151,216,18,40,30,66,50,120,201,24
0,15,77,79,54,22,39,84,9,15,1,22,7,35,55,17,31,12,28,43,35,7,11,184,365,23,49,1,71,28,49,0,13
0,79,72,18,6,30,69,125,41,5,0,8,50,115,26,32,9,9,79,11,38,70,40,26,116,0,38,21,74,27,141,27,26
0,45,59,56,37,23,48,16,4,50,45,38,2,109,15,19,29,19,12,8,77,55,37,168,84,47,54,43,4,148,108,184,48
0,8,19,6,58,26,69,36,52,53,45,14,58,41,39,12,11,35,77,18,64,7,27,134,45,15,33,32,31,153,77,73,13
0,33,46,82,27,23,169,89,59,39,43,31,24,9,33,9,49,42,65,17,7,29,83,343,70,45,18,50,41,168,110,186,39
0,44,89,91,33,30,128,185,23,58,2,2,5,57,41,3,9,42,3,44,25,64,35,302,253,37,19,8,22,110,102,178,12
