bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0,17,7,50,27,9,62,42,10,5,5,34,21,9,9,7,13,15,25,40,2,3,29,45,172,23,20,9,40,452,51,51,31
0,48,30,78,19,6,16,22,10,17,23,34,33,60,1,2,8,25,2,39,17,5,9,13,170,17,7,7,39,6,7,18,13
0,10,11,49,29,7,55,24,5,2,16,7,16,24,2,7,0,38,38,9,35,11,11,173,56,5,24,15,57,372,19,63,14
0,11,35,55,9,3,88,61,6,16,13,3,33,9,4,18,11,21,23,6,25,35,0,69,151,20,21,1,53,84,56,78,29
0,10,32,33,23,6,96,28,7,7,15,34,19,60,9,1,3,11,7,6,30,10,13,62,145,1,2,6,47,114,67,49,23
0,5,16,21,20,18,90,38,20,13,4,8,29,28,9,8,6,12,32,21,32,13,13,0,61,7,8,12,34,228,50,45,24
0,23,2,68,6,2,24,47,8,3,30,18,25,70,10,15,4,12,1,32,2,24,33,51,82,17,4,6,19,6,67,27,14
0,41,14,14,17,10,75,55,11,1,16,18,16,65,2,0,10,3,13,28,29,27,32,14,197,9,22,4,34,566,36,100,8
0,49,23,21,13,7,67,59,13,13,5,4,35,54,9,20,6,32,21,9,0,1,45,23,182,10,18,4,26,101,39,47,23
0,7,22,67,11,13,44,37,14,9,6,5,13,35,2,6,10,12,16,33,3,30,43,154,81,6,16,0,47,290,8,32,38
0,33,27,5,26,17,8,72,5,0,13,35,4,63,3,8,19,21,39,1,24,38,1,16,142,2,25,1,37,318,36,97,39
0,37,39,74,1,4,89,81,13,17,15,25,25,32,2,18,9,4,3,28,33,36,15,149,35,9,10,5,25,180,65,5,22
0,44,5,65,30,7,88,75,0,2,5,1,17,24,1,13,8,4,15,13,38,9,40,105,65,15,24,10,60,141,24,1,37
0,25,26,34,3,15,72,69,10,20,18,4,15,48,4,7,5,5,19,34,5,11,31,118,77,9,4,17,48,143,61,62,0
0,44,11,26,26,9,48,5,2,7,30,27,15,25,8,4,15,11,17,16,28,35,10,85,26,1,23,4,15,373,57,17,12
0,46,29,18,3,14,90,66,8,1,7,21,10,48,3,8,8,12,28,4,21,22,3,68,156,19,2,0,25,264,2,23,33
0,56,25,54,17,15,27,28,1,15,2,1,3,16,7,17,0,36,21,5,1,15,10,151,128,4,3,10,12,176,57,66,21
0,22,21,26,8,3,33,63,20,1,21,12,25,67,3,10,6,16,16,16,40,8,10,151,2,0,19,14,33,585,52,44,4
0,56,23,22,29,12,23,90,18,8,9,8,6,76,2,6,19,34,22,11,29,33,16,142,16,6,1,11,32,475,43,90,35
0,20,28,12,9,18,64,96,17,16,28,7,19,41,2,5,4,4,18,21,23,19,29,1,117,0,20,9,56,277,45,36,40
0,15,22,45,3,13,58,96,18,10,15,32,20,79,10,5,17,35,23,33,21,32,41,128,128,3,15,11,19,176,10,97,32
0,11,24,65,1,3,76,81,13,18,23,15,4,24,2,9,12,23,35,4,6,38,11,25,46,17,5,12,35,548,47,6,21
0,4,16,48,16,12,39,21,10,15,29,32,24,9,1,8,20,36,37,22,30,39,0,127,2,13,25,12,60,115,53,0,3
0,36,30,11,1,4,14,60,3,7,29,29,6,44,10,5,0,15,34,2,18,5,4,60,119,3,5,11,52,293,66,87,20
0,30,34,26,9,10,34,96,13,3,8,29,26,77,6,19,9,9,34,10,10,11,37,78,200,5,7,1,27,586,18,50,21
0,7,20,18,30,2,33,95,15,12,1,4,15,54,1,13,6,25,25,35,29,14,39,148,21,16,10,12,69,168,50,81,8
0,0,12,3,3,15,94,71,3,11,27,1,24,64,8,13,12,25,25,11,2,5,11,51,7,1,19,8,40,60,12,68,15
0,37,32,37,17,3,38,82,9,6,20,1,18,43,7,20,19,23,32,25,38,36,8,127,39,18,23,13,0,132,31,94,28
0,14,32,65,6,16,82,80,17,9,4,32,22,19,4,3,7,32,16,29,14,5,9,40,35,18,14,3,43,297,61,100,35
0,14,29,55,14,12,35,93,9,16,7,23,27,40,8,7,13,19,16,33,23,17,12,99,146,18,19,12,50,348,46,78,15
0,16,7,57,24,13,97,90,2,9,9,26,33,7,9,4,6,28,21,15,21,24,24,50,40,18,6,14,27,486,69,73,22
0,60,30,53,20,10,34,98,6,11,11,29,23,70,6,10,18,7,37,3,35,28,32,181,111,8,12,13,21,27,10,68,5
0,23,34,42,17,20,50,84,13,6,5,19,30,64,4,17,9,19,35,4,28,26,22,114,45,24,9,19,29,400,18,2,11
0,30,28,17,24,18,53,9,5,4,18,33,20,0,9,13,1,21,21,39,26,2,0,73,159,23,19,15,37,300,66,66,18
0,8,12,31,5,1,20,94,5,12,6,6,9,59,4,8,4,11,30,30,2,6,3,179,24,11,24,20,24,70,27,59,28
0,47,35,15,1,14,77,39,18,17,27,31,7,13,9,6,0,32,4,14,23,19,39,151,179,14,10,0,38,38,1,16,39
0,2,12,13,5,6,29,12,7,4,0,23,4,41,3,12,8,22,2,32,31,27,9,53,17,23,13,8,60,245,11,42,4
0,19,30,55,3,0,6,54,19,6,9,16,3,5,9,11,9,37,19,13,22,10,50,126,54,12,6,6,19,47,70,52,11
0,34,37,55,5,9,89,0,5,5,28,27,18,12,3,0,19,33,36,35,18,29,50,9,75,15,18,19,31,305,44,14,25
0,13,36,27,5,5,45,36,4,20,0,8,29,41,2,6,0,29,15,38,37,31,49,18,88,15,0,2,50,56,40,44,8
0,14,22,2,28,12,95,35,5,0,3,2,19,61,8,7,4,13,31,34,22,34,16,115,11,17,12,8,56,394,11,66,28
0,37,26,68,14,1,49,76,7,6,1,19,17,20,3,16,11,11,4,38,6,15,23,18,21,13,10,20,18,167,30,76,6
0,53,19,79,0,2,88,66,4,16,21,24,26,41,3,2,19,26,36,11,20,14,16,6,29,13,3,4,57,472,17,6,6
0,50,19,67,29,0,58,64,8,19,13,8,2,10,2,0,4,27,27,3,29,14,9,152,99,17,10,9,66,106,28,54,19
0,46,34,63,10,19,91,1,6,2,1,2,33,1,2,17,11,16,32,29,38,18,47,119,6,23,17,11,20,113,33,75,40
0,55,0,23,26,13,50,6,18,6,10,4,19,8,5,3,1,20,5,3,4,7,10,79,41,14,18,19,43,235,59,32,13
0,13,33,65,23,12,51,50,7,1,7,11,8,11,2,9,1,1,27,20,39,32,39,35,157,8,23,5,60,486,22,50,6
0,27,23,32,5,3,50,44,3,3,23,15,6,26,5,17,7,21,19,8,24,13,2,89,196,12,12,7,39,577,4,41,21
0,32,24,78,8,17,46,77,18,8,22,33,28,60,4,5,1,2,27,33,10,24,12,26,39,21,12,11,48,544,10,19,36
0,49,21,2,2,5,28,19,8,4,5,25,15,7,10,15,1,11,5,29,26,11,3,73,156,18,18,3,5,565,11,63,10
0,25,14,28,12,12,39,88,2,11,28,4,26,13,9,16,5,36,37,10,21,1,32,53,30,25,23,18,24,425,5,97,9
0,25,37,62,23,15,15,45,9,16,26,0,24,40,1,20,19,4,34,39,2,39,25,18,40,2,23,7,17,279,30,18,15
0,55,10,49,27,17,8,48,4,13,8,22,21,34,1,11,17,33,21,5,26,3,6,71,190,2,25,16,49,188,64,40,28
0,50,37,69,8,3,58,77,10,18,20,30,14,40,6,6,9,3,25,27,30,34,25,181,142,6,8,5,24,372,20,63,21
0,15,24,13,15,16,38,18,20,12,30,10,3,4,3,8,4,37,40,27,26,11,13,150,93,16,22,14,70,502,51,20,19
0,58,4,12,2,19,23,60,16,11,22,13,2,76,0,14,9,19,38,5,34,9,28,86,31,5,9,20,23,5,34,91,28
0,42,26,69,3,11,50,24,1,17,1,9,16,70,3,10,3,8,17,21,40,15,25,115,198,25,20,15,53,93,10,18,0
0,33,6,2,15,15,29,75,16,6,15,7,17,6,1,2,8,40,33,14,39,0,8,120,185,17,8,10,30,186,37,44,7
0,39,8,5,8,2,8,81,5,0,22,1,7,4,1,4,10,26,4,23,12,30,40,128,13,9,9,9,35,309,39,0,39
0,2,4,80,28,19,28,69,19,0,3,25,32,39,4,12,10,29,21,27,39,25,17,43,14,7,13,5,10,88,21,95,11
0,56,26,6,17,9,69,18,11,16,24,0,14,53,3,5,8,10,31,26,21,21,19,54,93,1,25,13,32,275,26,79,1
0,26,15,4,25,0,64,43,15,7,21,12,8,40,7,3,11,13,39,19,24,16,20,117,155,10,6,9,52,301,15,7,4
0,50,27,52,0,10,77,38,3,10,28,1,9,80,3,3,15,25,37,1,21,9,6,161,99,8,23,17,48,70,5,9,16
0,1,17,70,19,9,99,86,10,19,8,19,11,24,10,3,2,40,3,14,1,0,32,165,20,7,18,3,25,328,68,66,16
0,45,25,51,5,20,58,26,0,5,15,19,14,14,0,7,2,15,17,19,18,7,40,79,23,19,0,5,47,408,59,89,26
0,38,36,24,26,5,81,5,15,15,1,2,15,59,9,14,8,4,10,35,21,35,12,75,187,10,20,3,38,237,41,14,13
0,40,1,32,8,14,80,89,0,20,10,29,1,67,8,20,10,9,30,29,9,29,50,23,111,1,15,20,53,600,64,34,18
0,15,12,48,0,18,21,74,17,11,3,34,1,58,10,12,4,20,38,33,12,37,24,70,176,5,6,5,50,511,60,14,13
0,26,7,39,18,0,92,56,0,17,6,32,8,33,6,12,11,14,22,7,40,17,12,176,20,15,10,2,52,459,36,86,28
0,56,40,14,30,2,38,84,15,13,5,10,28,3,4,3,13,11,20,40,10,11,31,191,34,12,4,6,48,553,68,21,15
0,40,16,64,6,5,43,31,10,13,23,16,31,37,0,0,13,26,14,28,27,38,45,191,168,11,0,3,20,411,58,77,30
0,42,26,18,20,15,49,78,14,10,7,20,32,36,10,0,18,6,25,14,37,25,24,87,127,9,3,11,28,244,28,96,40
0,19,20,4,15,5,26,99,3,1,21,8,27,50,2,17,5,26,17,33,39,22,43,188,97,13,22,16,1,33,37,7,18
0,37,18,16,6,6,13,6,17,19,12,4,17,35,7,18,4,8,11,14,20,17,43,40,83,11,2,9,27,121,11,4,39
0,49,13,19,20,14,51,33,13,2,26,32,3,79,7,0,12,24,16,36,22,12,28,78,160,22,16,0,12,545,0,55,24
0,29,9,69,13,3,38,60,12,12,9,34,13,76,5,19,16,11,0,15,7,28,40,83,197,10,23,11,31,350,2,73,40
0,60,2,8,12,14,22,8,8,19,1,2,6,70,9,8,10,6,8,38,28,0,10,50,110,7,2,6,69,45,16,96,6
0,48,13,62,29,15,88,59,6,18,15,2,15,63,1,9,0,7,40,18,30,9,24,83,73,14,15,17,37,263,2,97,40
0,59,22,29,20,4,47,7,11,12,23,14,2,76,3,20,14,0,18,10,18,39,18,105,58,9,24,2,64,49,36,9,13
0,11,0,20,4,7,50,13,7,9,19,22,15,49,9,18,11,31,0,7,5,20,47,157,25,15,17,2,32,0,18,7,22
0,34,18,23,28,4,37,2,11,4,30,16,33,10,4,20,2,38,20,31,7,0,46,145,102,5,14,11,63,474,15,33,27
0,53,23,51,12,7,76,41,19,8,6,24,29,64,3,16,15,30,28,12,20,9,41,56,72,9,21,18,51,319,29,43,11
0,14,39,57,28,15,63,2,11,1,6,1,13,53,5,8,14,9,36,29,5,18,33,183,35,3,16,13,39,132,51,57,33
0,46,7,11,14,6,20,29,4,17,8,8,2,66,9,6,1,28,5,40,40,40,12,4,103,15,6,9,44,539,7,77,13
0,2,6,47,15,13,36,45,18,8,23,16,16,70,3,13,5,29,21,36,27,19,37,59,37,4,5,20,22,483,65,96,14
0,3,30,80,19,5,22,90,4,14,15,18,26,36,1,11,19,11,18,27,31,38,27,166,41,21,14,6,19,44,39,54,33
0,20,20,50,19,0,38,78,6,15,5,8,30,63,8,20,5,13,24,4,18,40,22,49,130,24,3,10,27,554,12,50,20
0,35,19,38,17,12,32,61,16,7,8,17,20,13,2,18,5,11,33,28,4,34,26,21,180,17,17,15,14,384,12,70,12
0,51,17,36,5,9,72,25,19,16,9,17,9,61,4,15,16,27,1,1,32,13,49,65,1,4,25,1,2,151,14,10,5
0,43,33,40,28,13,70,56,8,20,23,35,27,24,6,20,1,17,26,38,36,1,1,104,160,18,14,13,53,429,4,2,4
0,17,2,21,14,13,81,79,0,12,19,21,23,12,8,11,20,8,24,33,8,14,16,77,23,12,21,1,17,178,66,67,13
0,20,36,11,6,1,21,47,8,6,18,25,15,56,9,17,16,7,39,39,3,35,0,35,110,24,17,8,39,33,21,42,22
0,44,34,16,7,1,59,30,3,18,27,33,34,0,3,12,3,37,16,15,31,17,23,49,197,18,22,7,7,378,10,1,24
0,29,28,70,26,2,74,19,8,8,8,35,22,70,8,1,19,40,37,8,14,21,46,183,121,6,24,12,21,566,44,50,30
0,7,1,25,12,19,18,1,2,1,21,30,15,71,0,15,16,3,7,2,33,12,31,161,170,25,17,2,6,307,0,47,5
0,22,24,5,28,16,85,8,5,15,12,35,13,64,6,7,11,10,34,38,15,20,21,33,91,10,19,15,5,503,44,74,13
0,32,30,57,23,18,48,23,11,5,25,23,20,33,1,7,16,5,10,18,13,28,23,73,75,7,20,0,64,201,67,17,17
0,40,14,63,16,14,5,15,1,1,1,32,1,50,3,16,17,33,9,23,17,38,48,53,178,17,13,2,39,531,15,18,39
0,55,18,0,5,16,53,93,19,8,10,24,16,71,10,19,13,32,2,0,34,36,32,4,51,24,12,17,25,501,6,59,31
0,40,25,35,7,17,93,95,8,2,7,25,26,58,0,3,16,0,40,26,33,35,16,98,171,11,6,5,57,43,39,55,34
0,10,35,35,27,3,94,91,17,7,19,28,25,68,4,7,5,28,34,26,6,39,15,85,8,0,11,19,11,102,49,32,22
0,19,24,19,10,4,35,90,14,15,17,22,30,69,10,15,9,35,26,37,5,32,13,44,140,0,13,5,51,262,64,17,30
0,1,32,66,24,9,50,7,10,4,16,10,27,28,2,0,18,29,21,15,13,26,49,33,83,21,1,14,38,217,14,16,29
0,53,3,76,1,7,6,77,13,9,10,27,14,30,0,17,11,26,33,3,24,39,36,168,34,8,11,6,68,330,37,19,15
0,50,23,33,20,6,58,5,0,9,14,32,22,14,6,8,9,6,23,37,34,14,16,86,196,24,6,11,45,374,56,49,4
0,20,13,72,22,20,96,88,18,6,7,8,23,75,0,20,14,40,14,9,30,21,30,179,95,19,12,11,48,61,6,40,1
0,18,34,18,13,19,12,68,15,3,30,19,15,24,9,13,9,25,17,32,22,39,11,42,117,9,8,16,28,383,9,2,33
0,20,3,15,15,9,15,29,2,6,4,24,0,4,2,9,20,19,30,16,26,14,13,185,181,12,1,13,39,86,55,92,40
0,16,5,43,27,10,7,27,5,3,21,6,1,61,1,10,20,20,5,19,6,21,33,192,162,5,15,6,49,50,9,63,32
0,19,7,2,28,8,62,76,20,7,27,26,13,53,3,17,15,40,39,35,22,38,26,1,193,6,24,11,4,63,7,50,39
0,31,15,39,23,6,86,89,17,19,19,17,1,79,7,19,4,17,33,25,29,12,36,144,88,19,13,18,50,222,15,67,8
0,32,2,63,27,4,77,99,13,5,4,35,4,73,7,18,1,20,19,8,4,27,14,197,130,4,20,20,61,588,44,29,8
0,60,34,63,8,6,82,93,5,9,22,35,30,14,6,20,4,29,17,6,40,27,19,153,157,19,19,18,33,277,70,41,31
0,53,20,2,25,4,38,7,7,1,18,8,14,10,2,3,11,29,30,18,40,16,2,121,156,18,12,13,19,328,21,37,14
0,56,25,22,1,6,58,92,7,2,1,19,11,19,7,20,12,17,19,21,13,7,37,79,59,21,21,10,41,176,65,19,3
0,0,3,29,28,0,18,85,9,20,2,15,2,75,2,20,13,2,1,15,26,37,10,69,37,21,16,5,43,558,21,62,7
0,2,4,79,29,14,27,11,9,4,17,15,7,71,7,7,14,29,20,19,18,36,15,150,5,11,19,12,64,259,53,60,24
0,14,25,76,22,1,63,40,11,1,21,9,21,70,2,9,12,0,27,21,10,24,15,55,125,14,2,0,26,501,1,68,1
0,33,21,42,14,2,97,37,13,7,7,15,11,70,4,7,19,40,2,21,0,16,26,195,168,17,15,19,37,538,63,78,27
0,39,13,11,17,10,30,68,3,10,21,2,26,55,2,1,20,37,0,30,8,10,42,140,33,22,20,10,20,288,53,26,25
0,28,5,77,13,2,10,21,19,17,3,11,15,29,3,14,11,19,0,13,26,22,47,24,23,13,5,2,60,19,24,3,17
0,14,8,54,5,19,63,90,10,19,14,0,28,79,2,1,17,22,21,36,25,13,1,89,170,15,22,3,12,493,50,56,22
0,48,21,8,12,5,60,95,7,1,22,30,3,0,3,11,4,21,15,2,37,38,0,61,193,7,11,4,67,4,22,72,30
0,51,17,3,19,4,7,13,15,15,24,9,0,25,7,14,0,38,2,25,17,27,47,3,59,8,15,16,41,257,60,17,33
0,16,2,73,3,10,38,24,7,10,5,30,15,45,5,7,16,36,30,24,17,30,29,51,121,3,7,9,29,376,24,78,15
0,58,12,70,10,9,57,76,18,15,1,32,29,63,4,10,10,8,4,16,36,7,47,172,38,20,4,3,45,85,17,39,25
0,21,16,63,4,20,11,26,10,2,21,8,1,34,10,16,13,11,7,40,32,35,12,194,42,17,14,5,29,568,66,37,31
0,52,7,41,26,14,63,94,6,3,5,25,6,65,1,3,13,22,30,40,7,10,25,189,28,21,14,9,12,186,38,55,11
0,2,17,45,3,15,78,5,2,15,3,12,13,64,1,11,7,31,32,18,18,23,24,105,89,1,7,16,56,187,11,65,31
0,30,0,77,2,3,16,87,1,5,5,19,19,21,10,0,14,8,4,34,19,8,17,17,56,10,13,16,8,491,3,7,30
